Company,Question
Bajaj Finserv,Q. What are the customization options available in the VoIP industry based on specific business requirements?
Bajaj Finserv,Q. What is the project management process?
Bajaj Finserv,Q. How can you implement an API?
Bajaj Finserv,Q. What is the process for conducting a cost analysis?
Bajaj Finserv,Q. What are your experiences with vendor management?
Bajaj Finserv,Q. What detailed questions do you have about machine learning models?
Bajaj Finserv,Q. Why are you switching jobs now?
Bajaj Finserv,Q. What are your interests?
Bajaj Finserv,Q. How long have you been working in this role?
Bajaj Finserv,Q. What is the F1 score?
Bajaj Finserv,Q. What types of joins are there in SQL?
Bajaj Finserv,Q. What is your experience with software bug fixing?
Bajaj Finserv,Q. What are the common performance issues that can occur in a system?
Bajaj Finserv,Q. What AWS services have you used?
Bajaj Finserv,Q. Where have you used AWS Lambda?
Bajaj Finserv,Q. Write a Java program to invoke an AWS Lambda function.
Bajaj Finserv,Q. How is security maintained in Microservices?
Bajaj Finserv,Q. Write a Java program to implement the Singleton pattern.
Bajaj Finserv,Q. What design patterns have you worked with?
Bajaj Finserv,Q. How much time do you need to prepare a demo after receiving the RFP?
Bajaj Finserv,Q. What are the basic concepts of OOPS?
Bajaj Finserv,Q. Why are you leaving your family for this job?
Bajaj Finserv,Q. Why do you want to relocate to Pune?
Bajaj Finserv,Q. What is switchMap?
Bajaj Finserv,Q. What is RxJS?
Bajaj Finserv,Q. What is the difference between the nullish coalescing operator (??) and the ternary operator(?:)?
Bajaj Finserv,Q. What is multicasting?
Bajaj Finserv,Q. What is lazy loading?
Bajaj Finserv,Q. What are the essential metrics in Product Management?
Bajaj Finserv,Q. Write an SQL query to transpose a table.
Bajaj Finserv,Q. Write an SQL query to transpose a table.
Bajaj Finserv,Q. Find the fourth highest salary from a List using Java 8.
Bajaj Finserv,Q. Write an API to fetch the ID and JSON from the client.
Bajaj Finserv,Q. Explain Regression testing.
Bajaj Finserv,Q. What are the types of testing?
Bajaj Finserv,Q. What are collections?
Bajaj Finserv,Q. What kind of work have you done?
Bajaj Finserv,Q. What was your salary there?
Bajaj Finserv,Q. Do you have any prior work experience?
Bajaj Finserv,Q. Will your salary be fixed?
Bajaj Finserv,Q. Will you perform your work properly?
Bajaj Finserv,Q. How much data can you handle for calling?
Bajaj Finserv,Q. What is an e-commerce website?
Bajaj Finserv,Q. What is customer service?
Bajaj Finserv,Q. How do you handle an angry customer?
Bajaj Finserv,Q. What is a B2C sale?
Bajaj Finserv,Q. Are you comfortable with both B2B and B2C sales?
Bajaj Finserv,Q. How do you sell a personal loan to a customer who is not interested?
Bajaj Finserv,Q. How do you handle stress?
Bajaj Finserv,Q. What is polling in CA?
Bajaj Finserv,Q. What is a specific audience?
Bajaj Finserv,"Q. What is a specific, tangible goal?"
Bajaj Finserv,Q. What are the roles of a Collection Manager?
Bajaj Finserv,Q. Why do you want to work in collections?
Bajaj Finserv,Q. Why should we hire you for this collections role?
Bajaj Finserv,Q. Why do you want to work in collections?
Bajaj Finserv,Q. Why is Mn added to steel?
Bajaj Finserv,Q. Have you worked in sales?
Bajaj Finserv,Q. How do you create components using Figma?
Bajaj Finserv,Q. How do you achieve targets?
Bajaj Finserv,"Q. Given an array of numbers, find the second largest number."
Bajaj Finserv,Q. Implement a small UI task using Vue.js.
Bajaj Finserv,Q. What is cross validation?
Bajaj Finserv,"Q. What are the meanings of DBD, Write off, settlement, OD, and NPA in a CIBIL report?"
Bajaj Finserv,Q. What is scrum planning?
Bajaj Finserv,"Q. What is CVV, how is it used, where is it used, and what data does it provide?"
Bajaj Finserv,Q. How would you manage and inspire dealers to do business with Bajaj?
PwC,Q. How do you audit cash and bank balances?
PwC,Q. Why PwC CF and not other investment banks?
PwC,Q. What is the difference between Depreciation and Amortization?
PwC,"Q. How do you test investment, capital, and revenue?"
PwC,Q. What are the major highlights of a financial statement?
PwC,Q. What is the process of auditing?
PwC,Q. What is EV and what is its formula?
PwC,Q. What is the effect of incremental depreciation on the three financial statements?
PwC,Q. Explain the end-to-end (E2E) process of refurbishment.
PwC,Q. Create a Kanban board using React.
PwC,Q. What are API testing response codes and their reasons?
PwC,Q. Write a program to count the duplicate letters in a given word
PwC,Q. How do you use the 'following' axis in XPath to locate elements in a DOM?
PwC,Q. Estimate the number of flights that take off from Delhi every day.
PwC,Q. Can you describe a situation in which you needed to conduct accounting research?
PwC,Q. What do you know about ITGC?
PwC,"Q. What is the difference between internal audit, Internal Financial Controls (IFC), and Internal Control over Financial Reporting (ICFR)?"
PwC,"Q. Can you describe a specific process with which you are familiar, such as Procure to Pay (P2P), Order to Cash (OTC), or Record to Report (RTR), and discuss the major risks associated with that process along ... read more"
PwC,Q. What is a conflict of interest?
PwC,Q. What is a deferred revenue system?
PwC,Q. How is the purchase order type determined in schedule lines?
PwC,Q. What is the procedure for changing the Java version in Anypoint Studio when using the latest version of the software?
PwC,"Q. Have you ever used RAML? Please write a RAML specification with one endpoint, `/account`, and include a query parameter, `bankId`, that can be used to filter the response."
PwC,Q. What permissions are required for a developer and a maintainer in a source control system such as GitLab?
PwC,Q. What are some operations available in the file connector?
PwC,Q. What is a trust store and what is a keystore?
PwC,Q. Explain the difference between a for-each loop and a parallel for-each loop.
PwC,Q. What are the error handling options available in Mule 4?
PwC,Q. Which Maven command can be used to add a dependency to your project?
PwC,Q. What are the differences between CloudHub 1.0 (CH 1.0) and CH 2.0?
PwC,Q. What's the difference between a topic and a queue?
PwC,"Q. What Java version have you used in your Mule projects, and what steps would you take to migrate to Java 17 if requested by your client?"
PwC,Q. What are the components of the Anypoint Platform?
PwC,Q. How do you create a business group in Anypoint Platform?
PwC,Q. What is API-led connectivity from the perspective of MuleSoft?
PwC,Q. What integration patterns have you utilized in your projects?
PwC,"Q. Transform the array of objects as per the requirements. 1. If the value of the property ""company"" is ""abc"", then replace it with ""xyz"" 2. Else leave the value as it found in input. Input: [ {""name"": ""nombre... read more"
PwC,Q. What is the certification process for SailPoint?
PwC,Q. What is the onboarding process in SailPoint?
PwC,Q. What is a Magic Table in SQL?
PwC,Q. Write a LINQ query using joins.
PwC,Q. Design a React login form with specified conditions.
PwC,Q. What is your past experience related to auditing?
PwC,Q. Can you provide a detailed walkthrough of the audit process?
PwC,Q. Describe payroll and CTC.
PwC,Q. What is the WHERE clause in SQL?
PwC,Q. What are joins and what types of joins are there?
PwC,Q. What are the major areas where you have worked and successfully delivered results to clients?
PwC,Q. What is the difference between a bank confirmation and a bank statement?
PwC,Q. Tell me about yourself.
PwC,Q. What is data skewness?
PwC,"Q. What are transformations, and how many types of transformations exist?"
PwC,Q. Explain out-of-memory errors and driver head memory.
PwC,Q. Explain the Spark job process and its planning.
PwC,Q. What are the concepts of coalesce and repartition in data processing?
PwC,Q. What is the difference between accounting concepts and conventions?
PwC,Q. What are the four heads of income?
PwC,Q. What is the difference between Depreciation and Depletion?
PwC,Q. What is the P2P cycle?
PwC,Q. How can we implement a multi-cloud architecture?
PwC,Q. What is the SQL query to find the third highest salary from a given table?
PwC,Q. How do you use error handling methods with Stored Procedures?
PwC,Q. What is the difference between a central repository and a local repository?
PwC,Q. How would you evaluate an integration from an IT point of view?
PwC,Q. How would you evaluate the divestiture from IT pillars?
PwC,Q. Explain the basics of SQL joins.
PwC,Q. Tell me about Assertions
PwC,Q. How do you schedule a batch process?
PwC,"Q. Regarding batch processes, what is the base class used to create a batch?"
PwC,Q. What is the five-step model of Ind AS 115?
PwC,Q. What is Ind AS 109?
PwC,Q. What is the system of taxation in Canada?
PwC,Q. What is your reason for wanting to switch to foreign taxation?
PwC,Q. What are some test cases for a bottle?
PwC,Q. Can we overload the main method in Java?
PwC,Q. What is the accrual concept?
PwC,Q. What is deferred revenue?
PwC,Q. What is the quick ratio?
PwC,Q. What modules are used?
PwC,Q. How do you handle criticism?
PwC,Q. Describe a recent M&A transaction and its structure.
PwC,Q. How do you handle null values?
PwC,Q. Introduce yourself and tell me where you are from.
PwC,Q. Write a PySpark code using Databricks to retrieve the first 10 employees with their salaries.
PwC,Q. How do you increase the performance of stored procedures?
PwC,Q. Briefly explain SCD Type II.
PwC,Q. How do you handle faults and errors in AWS?
PwC,"Q. What are the differences between let, var, and const?"
PwC,Q. Why did you choose Machine Learning over Mechanical Engineering?
PwC,Q. How do you create a dashboard presentation?
PwC,Q. How do you plan a sprint?
PwC,Q. What are agile methodologies?
PwC,"Q. Given two strings s and t, return true if t is an anagram of s, and false otherwise."
PwC,Q. What is the difference between inheritance and polymorphism?
PwC,Q. What is your experience in Internal Audit?
PwC,Q. What is your favorite subject?
PwC,Q. What is PwC known for?
PwC,Q. Do you know Python?
PwC,Q. What are the differences between Azure Functions and Logic Apps?
PwC,Q. Tell me about Porter's Five Forces.
HDFC Life,Q. How do you pitch to a customer?
HDFC Life,Q. What can you tell me about HDFC Life?
HDFC Life,Q. What are your key strengths in technology?
HDFC Life,Q. Explain the VLOOKUP formula.
HDFC Life,Q. What is the need for growth in business development?
HDFC Life,Q. How can we choose our insurance sector?
HDFC Life,Q. How do you convince people?
HDFC Life,Q. What are the areas of focus for agent recruitment?
HDFC Life,Q. Are you comfortable with outstation travel?
HDFC Life,Q. What is your knowledge of the product?
HDFC Life,Q. What is the difference between par and non-par products?
HDFC Life,Q. How do you measure targets versus achievements?
HDFC Life,Q. What is the current tax slab?
HDFC Life,Q. How do you sell insurance?
HDFC Life,Q. What is the difference between sales and marketing?
HDFC Life,Q. What knowledge do you have regarding the financial sector?
HDFC Life,Q. What does HDFC stand for?
HDFC Life,Q. What is the name of the Defence Minister of India?
HDFC Life,Q. Who is the Governor of West Bengal?
HDFC Life,Q. Who is the Home Minister of West Bengal?
HDFC Life,Q. What is the full form of MRF?
HDFC Life,Q. What is the full form of GDP?
HDFC Life,Q. What is the full form of GST?
HDFC Life,Q. What is the name of the President of India?
HDFC Life,Q. Describe the environment of your previous job.
HDFC Life,Q. Explain the different types of insurance.
HDFC Life,Q. What was your previous CTC?
HDFC Life,Q. Explain the job description of this position.
HDFC Life,Q. Can you meet the company's expectations?
HDFC Life,Q. What is PDF selection?
HDFC Life,Q. Are you able to do field work?
HDFC Life,Q. Do you have sales experience?
HDFC Life,Q. Can you describe a policy demonstration?
HDFC Life,Q. Why should HDFC Life choose you?
HDFC Life,Q. What do you know about the product?
HDFC Life,Q. Describe a time when you had to sell something.
HDFC Life,Q. What is supervised learning?
HDFC Life,Q. What is unsupervised learning?
HDFC Life,Q. Explain one investment plan.
HDFC Life,Q. What are claims in insurance?
HDFC Life,Q. Is insurance difficult to sell in the market?
HDFC Life,Q. How do you calculate ROI?
HDFC Life,Q. What is your current compensation package?
HDFC Life,Q. Will you be able to sell our product and how?
HDFC Life,Q. How do you process claims?
HDFC Life,Q. How do you verify documents?
HDFC Life,Q. How would you grow a business?
HDFC Life,Q. How do you convince a customer to buy a product?
HDFC Life,Q. What is IRDA and how does it work?
HDFC Life,Q. What are the benefits of insurance?
HDFC Life,Q. Do you have knowledge of insurance?
HDFC Life,Q. What is the full form of RBI?
HDFC Life,Q. What is insurance?
HDFC Life,Q. What are the differences between LSTM RNN and simple RNN?
HDFC Life,Q. How do you fine-tune an LLM model?
HDFC Life,Q. What is Lasso Regression?
HDFC Life,Q. How did you manage 20 branches?
HDFC Life,Q. Briefly describe HDFC.
HDFC Life,Q. Explain any two HDFC life insurance policies.
HDFC Life,Q. What is your sales experience?
HDFC Life,Q. Are you comfortable selling insurance products through agents?
HDFC Life,Q. What is the role of a credit manager?
HDFC Life,Q. How would you approach solving a logical problem?
HDFC Life,Q. What are the key differences between sales and marketing?
HDFC Life,Q. Why is life insurance important?
HDFC Life,Q. What are the lock-in period and free look period?
HDFC Life,Q. How do you approach sales and conversion?
HDFC Life,Q. What is your current CTC?
HDFC Life,Q. What is the National Pension Scheme?
HDFC Life,Q. Is your notice period flexible?
HDFC Life,Q. How do you identify potential customers?
HDFC Life,Q. How do you understand customer needs and provide the best solutions?
HDFC Life,Q. How do you achieve targets?
HDFC Life,Q. What is the role of a banking job?
HDFC Life,Q. How would you approach selling insurance?
HDFC Life,Q. How would you increase leads generated by bank personnel?
HDFC Life,Q. How does bancassurance work?
HDFC Life,Q. What steps need to be taken to increase relationship?
HDFC Life,Q. How would you sell insurance?
HDFC Life,Q. How do you generate business from a bank?
HDFC Life,Q. What is banking and its processes?
HDFC Life,Q. How do you handle customer escalations?
HDFC Life,Q. What are your skills and experience?
HDFC Life,Q. Give me an example of a time you successfully sold something.
HDFC Life,Q. What languages do you speak?
HDFC Life,Q. Are you comfortable with hard-core insurance sales?
HDFC Life,Q. What do you know about sales?
HDFC Life,Q. What are the different types of technical skills?
HDFC Life,Q. What is the difference between general insurance and life insurance?
HDFC Life,Q. Please provide a complete self-introduction.
HDFC Life,Q. What is your knowledge about insurance?
HDFC Life,Q. How do you deal with irate clients?
HDFC Life,Q. How would you manage a customer?
HDFC Life,Q. How would you explain a policy portfolio?
HDFC Life,Q. How would you motivate a customer?
HDFC Life,Q. What do you know about insurance?
HDFC Life,Q. How would you sell our products?
HDFC Life,Q. What is the difference between graphs and trees?
HDFC Life,Q. What do you know about life insurance?
HDFC Life,Q. What is the full form of IRDAI?
Conneqt Business Solutions,Q. What is the procedure for performing a V-lookup in Excel?
Conneqt Business Solutions,Q. What is your background?
Conneqt Business Solutions,Q. What do you know about customer service?
Conneqt Business Solutions,Q. How do you approach customer interactions and resolve issues?
Conneqt Business Solutions,Q. Can you tell me about your experience?
Conneqt Business Solutions,Q. Can you explain yourself?
Conneqt Business Solutions,Q. What is outsourcing?
Conneqt Business Solutions,Q. What are the Key Performance Indicators (KPIs) and Key Result Areas (KRAs) for a Team Lead?
Conneqt Business Solutions,Q. How do you plan to manage team shrinkage?
Conneqt Business Solutions,Q. Can you introduce yourself?
Conneqt Business Solutions,Q. What methods do you use to assess communication skills?
Conneqt Business Solutions,Q. What is a firewall?
Conneqt Business Solutions,Q. What is the latest server operating system?
Conneqt Business Solutions,Q. What does 'k' represent in the KNN algorithm?
Conneqt Business Solutions,Q. Speak on one topic for two minutes.
Conneqt Business Solutions,Q. Introduce yourself and describe your background.
Conneqt Business Solutions,"Q. On a scale of 1 to 10, how would you rate your personality?"
Conneqt Business Solutions,"Q. On a scale of 1 to 10, how would you rate your English proficiency?"
Conneqt Business Solutions,Q. What is your current CTC?
Conneqt Business Solutions,Q. What are your expectations?
Conneqt Business Solutions,"Q. What are mock calls, and could you describe a specific call scenario?"
Conneqt Business Solutions,Q. How can attrition be reduced?
Conneqt Business Solutions,Q. How can communication be improved?
Conneqt Business Solutions,Q. How do you control shrinkage?
Conneqt Business Solutions,Q. How can the error count be reduced?
Conneqt Business Solutions,Q. What do you know about OTT?
Conneqt Business Solutions,Q. How do you handle and manage relationships with company members?
Conneqt Business Solutions,Q. How would you handle conflict situations?
Conneqt Business Solutions,Q. How would you improve the business?
Conneqt Business Solutions,Q. What do you know about BPO?
Conneqt Business Solutions,Q. What caused you to apply to this company?
Conneqt Business Solutions,Q. Is this your first job?
Conneqt Business Solutions,Q. How do you calculate throughput?
Conneqt Business Solutions,Q. Choose a topic and speak about it for one minute in English.
Conneqt Business Solutions,Q. Are you familiar with SAP?
Conneqt Business Solutions,Q. How would you handle an angry customer?
Conneqt Business Solutions,Q. What do you mean by customer support?
Conneqt Business Solutions,Q. What are the three golden rules?
Conneqt Business Solutions,Q. What is accounts receivable?
Conneqt Business Solutions,Q. What is a supplier?
Conneqt Business Solutions,Q. Are you familiar with the golden rules of accounting?
Conneqt Business Solutions,Q. What is double-entry bookkeeping?
Conneqt Business Solutions,Q. What is accounts payable?
Conneqt Business Solutions,Q. What is depreciation?
Conneqt Business Solutions,Q. Can you speak Hindi?
Conneqt Business Solutions,Q. What is the difference between procedures and functions?
Conneqt Business Solutions,Q. How do you handle data loading?
Conneqt Business Solutions,Q. What is a connection string?
Conneqt Business Solutions,"Q. What is paging, and how does it work?"
Conneqt Business Solutions,Q. Are you comfortable with the timings?
Conneqt Business Solutions,Q. Are you comfortable with the shifts?
Conneqt Business Solutions,Q. How do you control attrition?
Conneqt Business Solutions,Q. What is the formula for shrinkage?
Conneqt Business Solutions,Q. What was your role?
Conneqt Business Solutions,Q. Can you handle multiple tasks while handling chats?
Conneqt Business Solutions,Q. What is marketing?
Conneqt Business Solutions,Q. What are FD and TD?
Conneqt Business Solutions,Q. What do you know about banking?
Conneqt Business Solutions,Q. How many years of experience do you have in Debt Collection and recovery?
Conneqt Business Solutions,Q. What was your last CTC and expected CTC?
Conneqt Business Solutions,Q. What is Throughput?
Conneqt Business Solutions,Q. What is your confidence level?
Conneqt Business Solutions,Q. How much experience do you have in sales and collections?
Conneqt Business Solutions,Q. What do you enjoy about telemarketing?
Conneqt Business Solutions,Q. How do you deal with an angry customer?
Conneqt Business Solutions,Q. What is the difference between inbound and outbound?
Conneqt Business Solutions,Q. What is the MVC framework?
Conneqt Business Solutions,"Q. If you found an issue created by your friend, what would you do as a QA?"
Conneqt Business Solutions,Q. Which languages do you know well?
Conneqt Business Solutions,Q. Do you have any experience with social media?
Conneqt Business Solutions,Q. Which programming languages do you know?
Conneqt Business Solutions,Q. Tell me about your working experience.
Conneqt Business Solutions,Q. How do you respond to a customer?
Conneqt Business Solutions,"Q. If you are a fresher, what is your educational background?"
Conneqt Business Solutions,Q. Explain your experience with Rasa chatbot development.
Conneqt Business Solutions,"Q. What are your goals, strengths, and weaknesses?"
Conneqt Business Solutions,Q. Tell me about beautiful places in Pune.
Conneqt Business Solutions,Q. How do you convince someone over a phone call?
Conneqt Business Solutions,Q. Tell me about Hyderabad.
Conneqt Business Solutions,Q. Why would you prefer Q Connect?
Conneqt Business Solutions,Q. What is BPO and what work does it involve?
Conneqt Business Solutions,Q. Who is the earner now?
Conneqt Business Solutions,Q. What do you know about communicating with banking customers?
Conneqt Business Solutions,Q. Why is UiPath the most preferred RPA tool in the industry?
Conneqt Business Solutions,Q. Explain the different types of workflows present in UiPath.
Conneqt Business Solutions,Q. What is your main purpose for getting into Q Connect and BPO?
Conneqt Business Solutions,Q. What do you understand about customer support?
Conneqt Business Solutions,Q. What are the types of BPO?
Conneqt Business Solutions,Q. How do you create a Promise to Pay (PTP) in Recovery?
Conneqt Business Solutions,Q. Which antivirus software do we use?
Conneqt Business Solutions,Q. What is RTGS?
Conneqt Business Solutions,Q. What is Banking?
Conneqt Business Solutions,Q. How do you call an OSGi service from a model?
Conneqt Business Solutions,Q. What are the different types of accounts?
Conneqt Business Solutions,Q. What is the back office?
Conneqt Business Solutions,Q. What does a software engineer do?
Conneqt Business Solutions,Q. What apps are you most interested in on your mobile device?
Conneqt Business Solutions,Q. What is customer service?
Conneqt Business Solutions,Q. What is BPO?
Conneqt Business Solutions,Q. Tell me about your BPO experience.
Mphasis,Q. What are the disadvantages of microservices?
Mphasis,Q. What are the changes in memory management in Java 8?
Mphasis,"Q. What is BPO, and what types of work are typically performed in this field?"
Mphasis,Q. What strategies can be employed to effectively handle negative situations?
Mphasis,Q. Can you explain your process?
Mphasis,Q. Define the AWS services you have worked on.
Mphasis,Q. Can you explain your experience with automating Jira tasks and how it has improved efficiency?
Mphasis,Q. How have you customized Jira projects with complex workflows and permission schemes in your previous roles?
Mphasis,"Q. Can you describe your experience with Jira and Confluence migrations, particularly from Server to Data Centre?"
Mphasis,Q. Implement a counter component in React.
Mphasis,Q. Can you explain the folder structure of the Suit CRM?
Mphasis,Q. What is a sanction?
Mphasis,Q. What are the types of AML KYC?
Mphasis,Q. Why are regulations important?
Mphasis,Q. How would you retrieve employee salaries by department?
Mphasis,Q. How can duplicate characters be identified in a string using a single loop?
Mphasis,Q. Write a program related to sprint planning.
Mphasis,"Q. Reverse a String Problem Statement Given a string, write a function that reverses the string and returns it."
Mphasis,Q. What is an equity share?
Mphasis,Q. What is trading?
Mphasis,Q. How do you refresh a CICS program?
Mphasis,Q. Where do we register files in CICS?
Mphasis,Q. How can we handle an ESDS file?
Mphasis,Q. What strategies can be employed to enhance the performance of an Angular application?
Mphasis,Q. How do you handle data binding in Angular?
Mphasis,Q. What are the lifecycle events in Angular?
Mphasis,Q. What are the default filters in Angular?
Mphasis,Q. What function can be written to check if a string is a palindrome?
Mphasis,Q. How can events be handled in Angular?
Mphasis,Q. How can security and vulnerabilities be managed in Angular applications?
Mphasis,Q. What are some best practices to follow while coding in Angular?
Mphasis,Q. What is dependency injection in Angular?
Mphasis,Q. What is the difference between ngShow and ngIf in AngularJS?
Mphasis,"Q. What is the difference between call, apply, and bind in JavaScript?"
Mphasis,Q. What are the different AWS S3 storage classes?
Mphasis,Q. Explain the Cucumber framework.
Mphasis,Q. What is the difference between an Interface and an Abstraction?
Mphasis,Q. How do you handle exceptions in Java?
Mphasis,Q. Write an XPath expression on a given platform using axes.
Mphasis,Q. Write Java code to demonstrate string manipulation.
Mphasis,Q. What are analytical functions in SQL?
Mphasis,Q. Can you describe two complex JIRA issues you have worked on?
Mphasis,Q. What is the difference between procedures and functions in programming?
Mphasis,Q. What steps did you take to perform root cause analysis in your project?
Mphasis,"Q. What is a trigger in database management, and what are its different types?"
Mphasis,Q. What are the different types of indexes?
Mphasis,Q. What are the different types of cursors in database management systems?
Mphasis,"Q. What is a package, and how do you utilize it in your project?"
Mphasis,Q. What is the query to print the third highest salary from the given table?
Mphasis,"Q. What are joins in SQL, and can you provide examples of their usage?"
Mphasis,Q. What are aggregate functions in SQL?
Mphasis,Q. Are you flexible to work night shifts?
Mphasis,Q. What is the waterfall model in software development?
Mphasis,Q. What is the agile methodology?
Mphasis,Q. What is ServiceNow?
Mphasis,Q. What is the incident life cycle?
Mphasis,Q. What annotations are used in Spring Boot?
Mphasis,Q. How do you feel about policies and location constraints?
Mphasis,Q. How can you reverse a string that is stored in an array?
Mphasis,Q. What are the troubleshooting steps for resolving Wi-Fi connectivity issues?
Mphasis,Q. What is the usage of Active Directory?
Mphasis,Q. How do we handle client escalations?
Mphasis,Q. How can you move 10 tables at a time from MySQL to GCS?
Mphasis,Q. What are operators in Airflow?
Mphasis,Q. How do you explode JSON data using PySpark?
Mphasis,Q. What is the difference between abstraction and interface?
Mphasis,Q. How does authentication work in Web API?
Mphasis,Q. What is the bug life cycle?
Mphasis,Q. What is smoke testing?
Mphasis,Q. What are the different types of testing?
Mphasis,Q. What is your expected CTC?
Mphasis,Q. What is sanity testing?
Mphasis,Q. Write a program to identify a palindrome.
Mphasis,Q. Write a program to find the frequency of each character in your name using streams.
Mphasis,Q. What is your qualification?
Mphasis,Q. What is working capital?
Mphasis,Q. Tell me about OOP concepts.
Mphasis,Q. What is method overriding?
Mphasis,Q. What is polymorphism?
Mphasis,Q. Which single sign-on technology/mechanism is used in the project?
Mphasis,Q. Which Application Insights tools have you used?
Mphasis,Q. How do you implement exception handling and filters in a .NET Core Web API?
Mphasis,Q. Which Microservice communication pattern have you used?
Mphasis,Q. What caching techniques have you used in your projects?
Mphasis,Q. What are the various dimensions?
Mphasis,Q. What is a surrogate key?
Mphasis,Q. What are fact and factless tables?
Mphasis,Q. What is a pointer in C?
Mphasis,Q. What programs are you familiar with?
Mphasis,Q. Write code to insert a node into a linked list.
Mphasis,Q. Explain Web API.
Mphasis,Q. Write a program to print an array of 5 numbers.
Mphasis,"Q. Given two variables, swap their values."
Mphasis,Q. What are the OOP concepts in Spring Boot?
Mphasis,Q. What is your view on the industry with the advent of Gen AI and Blockchain?
Mphasis,Q. What steps do you follow when creating BRD documentation?
Mphasis,Q. How do you manage stakeholders?
Mphasis,Q. Write a Java program to separate words and numbers from a given string.
Mphasis,Q. How do you handle conditions based on date?
Mphasis,Q. What is the memory allocation for a String?
Bandhan Bank,Q. What is the plan for achieving the target?
Bandhan Bank,Q. What is the book size of your current branch?
Bandhan Bank,Q. How do you achieve the target?
Bandhan Bank,Q. What will be your core priorities: collections or disbursements?
Bandhan Bank,Q. Which bank has the maximum number of branches in India?
Bandhan Bank,Q. How do you approach selling our products?
Bandhan Bank,Q. What can you do to achieve better business prospects?
Bandhan Bank,Q. What is meant by Bandhan Bank?
Bandhan Bank,Q. How much experience do you have as a computer operator?
Bandhan Bank,Q. What is a portfolio?
Bandhan Bank,Q. What is OD NPA?
Bandhan Bank,"Q. What are CRR, SLR, and the repo rate?"
Bandhan Bank,Q. What is the difference between an NBFC and a bank?
Bandhan Bank,Q. What are your thoughts on our banking services?
Bandhan Bank,Q. What are the responsibilities of a Sales Manager?
Bandhan Bank,"Q. What are debit and credit cards, and what are their differences?"
Bandhan Bank,Q. Who is the RBI Governor?
Bandhan Bank,Q. What is the difference between a current account and a savings account?
Bandhan Bank,Q. What does 'bull' indicate in the stock market?
Bandhan Bank,Q. What is the Reserve Bank of India's clean note policy?
Bandhan Bank,Q. What are mutilated and solid notes?
Bandhan Bank,Q. How to sell?
Bandhan Bank,Q. How would you increase sales?
Bandhan Bank,Q. What are Fixed Deposit and Overdraft?
Bandhan Bank,Q. What are retail deposits and bulk funding?
Bandhan Bank,"Q. As a sales manager, what is your primary responsibility?"
Bandhan Bank,"Q. As a sales manager, what is expected of your team?"
Bandhan Bank,Q. What is your greatest achievement?
Bandhan Bank,Q. Could you explain your bio data?
Bandhan Bank,Q. Tell me about sales.
Bandhan Bank,Q. Are you comfortable with shift work?
Bandhan Bank,Q. What amount of deposits or funds can you add?
Bandhan Bank,Q. How much TPP are you capable of selling?
Bandhan Bank,Q. What is your experience with troubleshooting computer hardware and network issues?
Bandhan Bank,Q. Do you have a two-wheeler?
Bandhan Bank,Q. What is an IP address and what are the different types?
Bandhan Bank,Q. How do you connect to a domain?
Bandhan Bank,Q. Which documents are used for savings and current accounts?
Bandhan Bank,Q. What is market research?
Bandhan Bank,Q. How long have you been associated with banking?
Bandhan Bank,Q. How will you deal with a difficult client?
Bandhan Bank,Q. What is your experience in facility management?
Bandhan Bank,Q. What are the key considerations when searching for premises to open a bank office?
Bandhan Bank,Q. What is vendor management?
Bandhan Bank,"Q. What are the minimum requirements for opening a new office, considering employee satisfaction?"
Bandhan Bank,Q. How can we improve livability and assets?
Bandhan Bank,Q. How do you manage pressure when you are not achieving your target?
Bandhan Bank,Q. How would you manage the team to deliver the desired results as projected?
Bandhan Bank,Q. What is the full form of CVV?
Bandhan Bank,Q. Are you willing to relocate?
Bandhan Bank,"Q. How do you handle Non-Performing Asset (NPA) customers, and how do you maintain collection and business portfolio?"
Bandhan Bank,Q. What is the definition of sales?
Bandhan Bank,Q. What are the 5 P's of marketing?
Bandhan Bank,Q. Describe a technical problem you faced and how you solved it.
Bandhan Bank,Q. What is micro banking?
Bandhan Bank,Q. How do you assess an applicant's funding needs?
Bandhan Bank,Q. What are the advantages and disadvantages of iPhones versus Android phones?
Bandhan Bank,Q. How do you conduct a business audit?
Bandhan Bank,Q. Describe your career journey to date.
Bandhan Bank,Q. Which company are you currently working for?
Bandhan Bank,Q. What is a BCSBI audit?
Bandhan Bank,Q. What is the cash threshold limit?
Bandhan Bank,Q. What is the relevance of a jurisdiction clause?
Bandhan Bank,Q. How do you handle collections?
Bandhan Bank,Q. Tell me about your data entry operator experience.
Bandhan Bank,Q. How many digits are there in an Aadhar card?
Bandhan Bank,Q. What is the fourth letter in a PAN card?
Bandhan Bank,Q. How many digits are there in a PAN card?
Bandhan Bank,Q. What is 4% of 14000?
Bandhan Bank,Q. How many years of banking experience do you have?
Bandhan Bank,Q. What is the CASA number in your branch?
Bandhan Bank,Q. What is your mother's name?
Bandhan Bank,Q. What is the product's sales potential?
Bandhan Bank,Q. How will you source new business?
Bandhan Bank,Q. Which sorting algorithms have a runtime complexity of O(n log n)?
Bandhan Bank,Q. How can the loan be used?
Bandhan Bank,Q. How do you manage a team?
Bandhan Bank,Q. What is the Bank Code of Bandhan Bank?
Bandhan Bank,Q. How will you conduct business?
Bandhan Bank,Q. What is a savings account?
